Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GBOVER,GBUNDER,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,w,x,y,z,
E3,18/09/04,Mansfield,Rochdale,1,0,H,0,0,D,J Singh,9,13,6,7,9,15,6,7,1,3,0,0,1.61,3.5,5,,,,1.67,3.45,4.8,1.65,3.3,4.1,1.62,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.33,1.75,1.95,1.67,2.01,-0.5,1.94,1.9,-0.75,1.975,1.875,-0.75
E3,18/09/04,Notts County,Southend,1,2,A,0,1,A,S Mathieson,8,14,3,7,14,10,4,3,1,1,0,0,2,3.25,3.4,2.1,3.2,3.1,2,3.3,3.4,1.9,3.1,3.3,1.91,3.4,3.25,2,3.25,3.25,1.9,3.4,3.25,1.95,1.75,2,1.67,-0.5,1.82,2.02,-0.25,2.025,1.825,-0.5
E3,18/09/04,Rushden & D,Cheltenham,1,0,H,1,0,H,T Kettle,18,10,11,3,6,17,8,4,0,0,0,0,2.2,3.2,3,2.1,3.3,3,2.22,3.25,2.95,2.2,3,2.7,1.91,3.25,3.4,2.1,3.25,3,2.25,3.2,2.75,1.95,1.75,2.22,1.55,-0.5,1.96,1.88,-0.25,2,1.85,-0.25
E3,18/09/04,Wycombe,Swansea,0,1,A,0,1,A,P Walton,11,4,5,3,7,15,6,8,0,1,0,0,1.72,3.25,4.5,1.85,3.25,3.75,1.83,3.25,4.1,1.8,3.1,3.6,1.73,3.4,4,1.83,3.25,3.75,1.83,3.3,3.6,1.95,1.75,1.83,1.81,-0.5,1.82,2.02,-0.5,1.8,2.05,-0.5
E3,18/09/04,Yeovil,Oxford,6,1,H,1,0,H,P Melin,19,9,14,5,7,8,8,3,0,3,0,0,1.9,3.4,3.5,1.9,3.25,3.6,2,3.25,3.45,2,3,3.1,1.91,3.2,3.5,1.91,3.25,3.5,2.05,3,3.3,2,1.71,2,1.67,-0.5,1.98,1.86,-0.5,2.1,1.75,-0.5
E3,25/09/04,Cambridge,Grimsby,0,2,A,0,0,D,R Booth,11,10,6,7,12,13,2,4,0,1,0,0,2.1,3.2,3.2,2.2,3.2,2.9,2.15,3.45,2.9,2.1,3,2.9,2.25,3.2,2.75,2.2,3.2,2.88,2.15,3.25,2.87,2,1.71,2.15,1.58,-0.5,1.94,1.9,-0.25,2,1.85,-0.25
E3,25/09/04,Cheltenham,Wycombe,1,1,D,1,0,H,F Graham,11,8,5,6,13,18,4,9,2,2,0,0,2.5,3.25,2.5,2.5,3.2,2.5,2.45,3.35,2.55,2.45,3,2.45,2.5,3.2,2.5,2.62,3.2,2.38,2.4,3.1,2.6,1.95,1.75,2.45,1.45,-0.5,2.04,1.8,0,2.025,1.825,0
E3,25/09/04,Leyton Orient,Boston,0,0,D,0,0,D,S Tanner,11,3,8,1,21,17,7,5,1,3,1,0,2,3.25,3.4,2,3.2,3.35,2,3.25,3.4,2,3,3.1,1.91,3.25,3.4,2,3.25,3.25,2.05,3.2,3.1,1.85,1.85,2,1.66,-0.5,1.76,2.08,-0.25,1.9,1.95,-0.25
E3,25/09/04,Lincoln,Chester,1,1,D,1,1,D,M Fletcher,10,5,7,2,11,12,2,4,2,2,1,0,2.1,3.2,3.2,2,3.25,3.3,1.95,3.25,3.5,2.1,3,2.9,1.91,3.25,3.4,2.1,3.25,3,2.05,3.1,3.2,1.85,1.85,1.95,1.69,-0.5,1.82,2.02,-0.25,1.9,1.95,-0.25
E3,25/09/04,Macclesfield,Darlington,1,0,H,0,0,D,G Lewis,12,4,7,1,13,13,6,6,1,2,0,0,2.1,3.2,3.2,2,3.2,3.35,2,3.35,3.3,1.9,3.1,3.3,1.91,3.25,3.4,1.91,3.25,3.5,1.95,3.3,3.25,1.85,1.85,2,1.66,-0.5,1.82,2.02,-0.25,2.025,1.825,-0.5
E3,25/09/04,Northampton,Bristol Rvs,2,1,H,2,0,H,D Drysdale,18,5,7,3,7,13,9,0,0,1,0,1,2.2,3.2,3,2.25,3.2,2.8,2.2,3.25,2.95,2.2,3,2.7,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.75,1.95,1.75,2.2,1.55,-0.5,1.92,1.92,-0.25,1.95,1.9,-0.25
E3,25/09/04,Oxford,Bury,3,1,H,1,0,H,K Stroud,14,13,4,9,17,13,1,5,1,1,0,0,1.83,3.4,3.75,1.85,3.25,3.75,1.85,3.4,3.75,1.85,3.1,3.4,1.73,3.2,4.33,1.83,3.25,3.75,1.83,3.2,3.75,1.85,1.85,1.85,1.78,-0.5,1.94,1.9,-0.5,2,1.85,-0.5
E3,25/09/04,Rochdale,Notts County,0,3,A,0,1,A,M Cowburn,11,9,6,6,9,12,11,1,1,1,0,0,2,3.25,3.4,2.1,3.2,3.1,2.05,3.2,3.35,2.1,3,2.9,2,3.4,3,2,3.25,3.25,2.1,3.2,3,1.9,1.79,2.05,1.64,-0.5,1.84,2,-0.25,1.85,2,-0.25
E3,25/09/04,Scunthorpe,Mansfield,1,1,D,1,0,H,K Woolmer,6,16,4,10,11,11,1,10,0,0,0,0,2.1,3.2,3.2,2.1,3.2,3.1,2.05,3.35,3.2,2.1,3,2.9,2.1,3.2,3,2.1,3.25,3,2.05,3.2,3.1,1.9,1.79,2.05,1.64,-0.5,1.9,1.94,-0.25,1.9,1.95,-0.25
E3,25/09/04,Shrewsbury,Yeovil,1,2,A,1,0,H,S Mathieson,14,15,7,10,14,10,3,5,1,0,0,0,2.87,3.2,2.25,2.6,3.2,2.4,2.8,3.35,2.25,2.6,3,2.3,2.75,3.25,2.2,2.75,3.25,2.25,2.62,3.2,2.3,1.85,1.85,1.53,2.25,0.5,2.04,1.8,0,2.05,1.8,0
E3,25/09/04,Southend,Kidderminster,1,0,H,1,0,H,G Hegley,25,6,14,2,16,11,7,1,2,1,0,1,1.83,3.4,3.75,1.8,3.25,4,1.8,3.5,3.85,1.8,3.1,3.6,1.73,3.4,4,1.8,3.25,4,1.8,3.3,3.75,1.79,1.9,1.8,1.83,-0.5,1.82,2.02,-0.5,1.9,1.95,-0.5
E3,25/09/04,Swansea,Rushden & D,1,0,H,1,0,H,M Warren,11,8,7,3,12,11,9,11,1,3,0,0,1.9,3.25,3.6,1.8,3.25,4,1.75,3.45,4.15,1.75,3.1,3.9,1.73,3.4,4,1.8,3.25,4,1.72,3.25,4.2,1.85,1.85,1.75,1.88,-0.5,1.96,1.88,-0.5,1.925,1.925,-0.5
E3,01/10/04,Grimsby,Cheltenham,1,1,D,1,0,H,G Lewis,17,10,9,4,11,9,7,2,1,2,0,0,1.8,3.3,4,1.8,3.25,4,1.8,3.4,4,1.8,3.1,3.6,1.67,3.25,4.5,1.83,3.25,3.75,1.8,3.1,4,2,1.65,1.8,1.84,-0.5,1.76,2.08,-0.5,1.775,2.075,-0.5
E3,02/10/04,Boston,Scunthorpe,2,1,H,0,1,A,R Booth,11,9,4,6,25,18,3,7,3,2,0,0,2.3,3.25,2.75,2.25,3.2,2.8,2.3,3.25,2.8,2.2,3,2.8,2.25,3.2,2.75,2.25,3.2,2.8,2.3,3.1,2.75,1.95,1.75,2.3,1.5,-0.5,2.04,1.8,-0.25,1.95,1.9,-0.25
E3,02/10/04,Bristol Rvs,Oxford,2,0,H,1,0,H,P Prosser,10,5,4,2,14,15,7,4,0,1,0,0,2.1,3.2,3.2,1.95,3.1,3.6,2,3.2,3.45,2,3.1,3.1,2.1,3.2,3,2.1,3.25,3,2,3.2,3.2,1.95,1.75,2,1.66,-0.5,2.08,1.76,-0.5,1.85,2,-0.25
E3,02/10/04,Bury,Macclesfield,2,1,H,1,1,D,G Laws,6,9,4,5,14,8,10,1,2,1,0,0,2.25,3.25,2.8,2.3,3.2,2.75,2.3,3.25,2.8,2.2,3,2.8,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.1,2.8,1.85,1.85,2.3,1.5,-0.5,1.96,1.88,-0.25,1.95,1.9,-0.25
E3,02/10/04,Chester,Swansea,1,1,D,1,0,H,D Gallagher,8,6,3,4,16,14,4,4,1,1,0,0,2.5,3.25,2.5,2.3,3.2,2.75,2.4,3.2,2.7,2.4,3,2.5,2.6,3.2,2.38,2.5,3.2,2.5,2.37,3.1,2.62,2,1.65,2.4,1.46,-0.5,1.88,1.96,0,1.85,2,0
E3,02/10/04,Darlington,Southend,4,0,H,3,0,H,C Oliver,15,12,10,6,14,5,7,5,0,0,0,0,2.2,3.2,3,2.2,3.1,3,2.2,3.2,3,2.1,3,3,2,3.4,3,2.2,3.2,2.88,2.15,3.2,2.9,1.95,1.75,2.2,1.55,-0.5,1.98,1.86,-0.25,2,1.85,-0.25
E3,02/10/04,Kidderminster,Cambridge,1,1,D,0,0,D,P Melin,10,3,6,3,11,21,3,4,2,4,0,0,2.2,3.3,2.87,2.2,3.2,2.9,2.2,3.2,3,2.1,3,3,2.2,3.2,2.8,2.2,3.2,2.88,2.15,3.1,3,2,1.65,2.2,1.55,-0.5,1.94,1.9,-0.25,1.95,1.9,-0.25
E3,02/10/04,Mansfield,Lincoln,2,2,D,1,2,A,A Marriner,9,7,4,5,10,13,6,7,1,2,0,0,1.72,3.4,4.33,1.65,3.5,4.5,1.73,3.4,4.4,1.75,3.2,3.8,1.67,3.25,4.5,1.73,3.25,4.33,1.72,3.2,4.33,1.9,1.79,1.73,1.92,-0.5,2.12,1.72,-0.75,1.825,2.025,-0.5
E3,02/10/04,Notts County,Leyton Orient,1,2,A,1,1,D,J Singh,4,9,1,5,18,13,4,5,2,1,0,0,2.25,3.25,2.8,2.2,3.2,2.9,2.4,3.2,2.7,2.3,3,2.6,2.4,3.25,2.5,2.25,3.25,2.75,2.37,3.1,2.62,1.85,1.85,2.4,1.46,-0.5,1.76,2.08,0,1.825,2.025,0
E3,02/10/04,Rushden & D,Rochdale,0,0,D,0,0,D,P Joslin,4,21,1,16,19,17,5,9,1,1,0,0,1.8,3.3,4,1.9,3.2,3.65,1.9,3.25,3.75,1.85,3.1,3.5,1.91,3.4,3.25,1.91,3.25,3.5,1.9,3.2,3.5,1.95,1.75,1.9,1.74,-0.5,2.04,1.8,-0.5,2,1.85,-0.5
E3,02/10/04,Wycombe,Shrewsbury,1,1,D,0,1,A,T Parks,9,6,6,6,9,14,10,5,4,1,0,0,1.53,3.5,6,1.55,3.5,5.5,1.6,3.4,5.5,1.6,3.4,4.4,1.57,3.5,5,1.57,3.4,5.5,1.61,3.3,5,1.95,1.75,1.6,2.1,-0.5,1.84,2,-0.75,1.85,2,-0.75
E3,02/10/04,Yeovil,Northampton,1,1,D,1,0,H,M Russell,10,7,5,4,5,12,3,10,0,3,0,0,1.8,3.3,4,1.65,3.4,4.75,1.8,3.3,4.15,1.8,3.1,3.6,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.85,1.85,1.8,1.84,-0.5,2,1.84,-0.75,1.95,1.9,-0.75
E3,08/10/04,Cheltenham,Chester,0,0,D,0,0,D,A Wiley,14,7,6,6,18,23,6,9,1,1,0,0,2.1,3.25,3.1,2.15,3.2,3,2.15,3.25,3.05,2.1,3,3,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.2,3,2,1.71,2.15,1.57,-0.5,1.96,1.88,-0.25,1.85,2,-0.25
E3,08/10/04,Northampton,Grimsby,0,1,A,0,0,D,L Mason,10,11,3,7,12,12,5,4,1,1,0,0,1.83,3.4,3.75,1.8,3.25,4,1.8,3.3,4.15,1.7,3.2,4,1.67,3.4,4.33,1.8,3.25,4,1.72,3.25,4.2,1.9,1.79,1.8,1.84,-0.5,1.82,2.02,-0.5,1.9,1.95,-0.5
E3,08/10/04,Rochdale,Yeovil,2,1,H,0,0,D,N Miller,16,12,9,5,13,5,5,4,4,0,0,0,3.2,3.2,2.1,2.9,3.2,2.2,3,3.2,2.2,2.7,3.1,2.2,2.75,3.25,2.2,3,3.25,2.1,2.8,3.2,2.2,1.9,1.79,1.55,2.2,0.5,1.98,1.86,0.25,1.9,1.95,0.25
E3,08/10/04,Scunthorpe,Wycombe,2,0,H,2,0,H,G Lewis,13,4,6,1,8,14,1,5,1,4,0,0,2.1,3.2,3.2,2.1,3.2,3.1,2.15,3.25,3.05,2.1,3,3,2.2,3.2,2.8,2.1,3.25,3,2.15,3.25,2.87,1.95,1.75,2.15,1.57,-0.5,1.8,2.04,-0.25,1.85,2,-0.25
E3,08/10/04,Shrewsbury,Rushden & D,0,1,A,0,1,A,K Stroud,19,10,6,3,11,12,10,4,1,3,0,0,2.1,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.2,2.1,3,3,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.2,3,1.95,1.75,2.1,1.6,-0.5,1.86,1.98,-0.25,1.9,1.95,-0.25
E3,08/10/04,Southend,Boston,2,1,H,2,0,H,A Woolmer,6,12,4,6,13,25,2,7,0,2,2,0,2.2,3.3,2.87,2.25,3.2,2.8,2.25,3.2,2.9,2.2,3,2.8,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.75,1.95,1.75,2.25,1.52,-0.5,1.9,1.94,-0.25,1.925,1.925,-0.25
E3,08/10/04,Swansea,Mansfield,1,0,H,0,0,D,G Salisbury,14,5,5,2,13,3,14,3,3,1,0,0,1.9,3.4,3.5,2,3.2,3.35,1.95,3.3,3.5,1.9,3.1,3.3,2.1,3.2,3,1.91,3.25,3.5,1.95,3.3,3.25,2,1.71,1.95,1.7,-0.5,2.04,1.8,-0.5,2.025,1.825,-0.5
E3,09/10/04,Cambridge,Bristol Rvs,1,0,H,0,0,D,F Graham,7,8,4,4,15,14,5,13,2,1,0,0,2.75,3.25,2.3,2.6,3.2,2.4,2.8,3.25,2.3,2.6,3,2.3,2.75,3,2.38,2.75,3.2,2.3,2.62,3.2,2.3,1.95,1.75,1.5,2.3,0.5,2,1.84,0,1.95,1.9,0
E3,09/10/04,Leyton Orient,Bury,1,1,D,1,0,H,P Robinson,2,5,2,3,11,6,6,4,2,0,0,0,1.72,3.4,4.33,1.8,3.25,4,1.71,3.4,4.5,1.75,3.2,3.8,1.67,3.25,4.5,1.8,3.25,4,1.72,3.25,4.2,1.85,1.85,1.71,1.94,-0.5,1.78,2.06,-0.5,1.85,2,-0.5
E3,09/10/04,Lincoln,Kidderminster,3,0,H,1,0,H,J Ross,10,6,4,1,13,13,3,6,0,1,0,0,1.8,3.3,4,1.8,3.25,4,1.8,3.3,4.15,1.8,3.1,3.6,1.8,3.2,4,1.8,3.25,4,1.8,3.1,4,1.85,1.85,1.8,1.84,-0.5,1.9,1.94,-0.5,1.9,1.95,-0.5
E3,10/10/04,Macclesfield,Notts County,1,2,A,1,0,H,L Probert,7,7,4,3,6,16,8,12,0,1,0,0,1.72,3.4,4.33,1.85,3.25,3.75,1.75,3.45,4.2,1.8,3.1,3.6,1.73,3.5,3.75,1.8,3.25,4,1.83,3.2,3.75,1.85,1.85,1.75,1.89,-0.5,1.88,1.96,-0.5,1.875,1.975,-0.5
E3,10/10/04,Oxford,Darlington,1,2,A,1,0,H,D Drysdale,14,18,8,7,12,15,9,4,1,1,0,0,1.9,3.25,3.6,1.8,3.25,4,1.8,3.3,4.15,1.75,3.2,3.8,1.8,3.2,4,1.83,3.25,3.75,1.72,3.25,4.2,2,1.71,1.8,1.84,-0.5,1.92,1.92,-0.5,1.925,1.925,-0.5
E3,15/10/04,Cambridge,Northampton,0,1,A,0,1,A,T Bates,8,8,4,3,13,13,3,4,1,3,0,0,2.4,3.25,2.62,2.3,3.2,2.65,2.4,3.25,2.65,2.45,3,2.45,2.5,3.25,2.4,2.38,3.2,2.62,2.5,3.1,2.5,2,1.71,2.4,1.46,-0.5,1.92,1.92,0,1.925,1.925,0
E3,16/10/04,Boston,Wycombe,2,0,H,1,0,H,C Webster,8,10,5,5,13,11,9,6,2,1,0,0,2.2,3.3,2.87,2.05,3.2,3.2,2.2,3.2,3,2.2,3,2.8,2.2,3.2,2.8,2.2,3.2,2.88,2.15,3.2,2.9,1.85,1.85,2.2,1.55,-0.5,2,1.84,-0.25,2,1.85,-0.25
E3,16/10/04,Darlington,Bury,1,2,A,0,2,A,C Boyeson,10,14,9,11,7,14,5,5,1,1,0,0,1.72,3.4,4.33,1.9,3.2,3.65,1.73,3.4,4.35,1.8,3.1,3.6,1.83,3.2,3.75,1.83,3.25,3.75,1.8,3.25,3.8,1.85,1.85,1.73,1.91,-0.5,1.84,2,-0.5,1.9,1.95,-0.5
E3,16/10/04,Grimsby,Bristol Rvs,0,0,D,0,0,D,S Mathieson,11,11,4,4,7,11,2,4,0,0,0,0,2.1,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.2,2.2,3,2.8,2.1,3.2,3,2.1,3.25,3,2.25,3.2,2.75,2,1.71,2.1,1.6,-0.5,1.92,1.92,-0.25,1.875,1.975,-0.25
E3,16/10/04,Kidderminster,Scunthorpe,3,2,H,1,1,D,J Singh,14,12,7,6,14,16,4,7,1,1,0,0,2.87,3.3,2.2,2.6,3.4,2.3,2.85,3.25,2.25,2.8,3,2.2,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.25,2,1.71,1.52,2.25,0.5,1.88,1.96,0.25,1.9,1.95,0.25
E3,16/10/04,Leyton Orient,Shrewsbury,4,1,H,3,0,H,R Booth,9,3,6,2,6,9,8,3,1,1,0,0,1.57,3.5,5.5,1.6,3.45,5,1.62,3.4,5.25,1.6,3.3,4.5,1.67,3.25,4.5,1.62,3.4,5,1.61,3.3,5,1.85,1.85,1.62,2.06,-0.5,1.86,1.98,-0.75,1.925,1.925,-0.75
E3,16/10/04,Mansfield,Notts County,3,1,H,2,0,H,D Gallagher,20,6,13,3,15,16,5,2,2,0,0,0,1.9,3.25,3.6,1.8,3.25,4,1.91,3.25,3.7,1.85,3.1,3.5,1.73,3.2,4.33,1.91,3.25,3.5,1.9,3.1,3.6,1.85,1.85,1.91,1.73,-0.5,1.98,1.86,-0.5,1.95,1.9,-0.5
E3,16/10/04,Oxford,Lincoln,0,1,A,0,1,A,M Thorpe,16,15,8,13,15,15,7,12,1,1,0,0,1.9,3.25,3.6,2.05,3.25,3.15,2,3.25,3.4,2,3,3.1,1.83,3.2,3.75,1.91,3.25,3.5,2.05,2.9,3.4,1.95,1.75,2,1.66,-0.5,2.04,1.8,-0.5,1.85,2,-0.25
E3,16/10/04,Rochdale,Cheltenham,1,2,A,0,0,D,C Oliver,15,11,10,8,17,13,10,4,2,3,0,0,2.1,3.4,3,2.1,3.2,3.1,2.1,3.3,3.1,2.1,3,3,2,3.4,3,2.1,3.25,3,2.15,3.2,2.9,2,1.71,2.1,1.6,-0.5,1.88,1.96,-0.25,1.9,1.95,-0.25
E3,16/10/04,Rushden & D,Chester,0,1,A,0,0,D,P Melin,10,21,3,12,11,13,5,10,0,1,0,0,1.9,3.4,3.5,2.1,3.2,3.1,2.05,3.3,3.2,2.1,3,3,2.2,3.2,2.8,2.1,3.25,3,2.15,3.2,2.9,2,1.71,2.05,1.62,-0.5,2.1,1.74,-0.5,1.875,1.975,-0.25
E3,16/10/04,Southend,Swansea,4,2,H,2,1,H,M Russell,11,15,9,8,13,21,9,7,0,2,0,0,2.37,3.25,2.62,2.45,3.2,2.55,2.4,3.25,2.65,2.45,3,2.45,2.5,3.25,2.4,2.4,3.2,2.6,2.5,3.1,2.5,2,1.71,2.4,1.46,-0.5,1.92,1.92,0,1.875,1.975,0
E3,16/10/04,Yeovil,Macclesfield,1,2,A,0,1,A,K Hill,25,11,12,5,16,22,9,5,1,3,0,0,1.61,3.5,5,1.7,3.3,4.5,1.62,3.4,5.25,1.6,3.3,4.5,1.57,3.5,5,1.62,3.4,5,1.61,3.3,5,1.85,1.85,1.62,2.06,-0.5,1.82,2.02,-0.75,1.9,1.95,-0.75
E3,19/10/04,Bristol Rvs,Yeovil,2,2,D,0,1,A,P Crossley,11,10,5,6,11,18,3,7,2,3,2,0,2.2,3.2,3,2.2,3.1,3,2.25,3.25,2.9,2.2,3,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.15,3.1,3,1.79,1.9,2.25,1.53,-0.5,2.04,1.8,-0.25,2,1.85,-0.25
E3,19/10/04,Bury,Boston,1,1,D,1,1,D,P Taylor,10,7,6,5,16,11,6,6,0,0,0,0,2.2,3.25,2.8,2.1,3.2,3.1,2.25,3.25,2.9,2.1,3,3,2.25,3.2,2.75,2.1,3.25,3,2.15,3.1,3,1.79,1.9,2.25,1.53,-0.5,1.9,1.94,-0.25,1.9,1.95,-0.25
E3,19/10/04,Cheltenham,Mansfield,2,0,H,1,0,H,B Curson,8,10,6,5,7,12,10,5,3,1,0,0,2.4,3.25,2.62,2.4,3.2,2.6,2.45,3.2,2.65,2.4,3.1,2.4,2.6,3.2,2.38,2.5,3.2,2.5,2.4,3.25,2.5,1.95,1.75,2.45,1.45,-0.5,1.84,2,0,1.875,1.975,0
E3,19/10/04,Lincoln,Rochdale,1,1,D,0,0,D,K Friend,12,6,5,2,18,16,4,9,0,1,0,0,1.8,3.3,4,1.75,3.25,4.25,1.81,3.3,4.1,1.75,3.2,3.8,1.67,3.25,4.5,1.73,3.25,4.33,1.72,3.2,4.33,1.9,1.79,1.81,1.83,-0.5,1.76,2.08,-0.5,1.8,2.05,-0.5
E3,19/10/04,Macclesfield,Cambridge,1,1,D,0,1,A,A Penn,12,10,9,1,9,13,7,7,0,2,0,0,1.72,3.4,4.33,1.7,3.3,4.5,1.81,3.3,4.1,1.7,3.2,4,1.73,3.2,4.33,1.67,3.4,4.5,1.72,3.2,4.33,1.9,1.79,1.81,1.83,-0.5,,,,2.05,1.8,-0.75
E3,19/10/04,Northampton,Oxford,1,0,H,0,0,D,F Graham,10,5,4,2,12,13,4,3,2,3,0,0,1.83,3.4,3.75,,,,1.9,3.25,3.75,1.9,3.1,3.3,1.8,3.4,3.6,1.83,3.25,3.75,2,3.2,3.2,2,1.71,1.9,1.74,-0.5,1.92,1.92,-0.5,1.9,1.95,-0.5
E3,19/10/04,Notts County,Darlington,1,1,D,1,0,H,K Cartwright,21,9,10,7,18,10,9,6,2,2,0,0,2.25,3.25,2.8,2.35,3.25,2.65,2.4,3.25,2.65,2.4,3.1,2.4,2.4,3.25,2.5,2.38,3.2,2.62,2.5,3.1,2.5,1.95,1.75,2.4,1.46,-0.5,1.82,2.02,0,1.825,2.025,0
E3,19/10/04,Scunthorpe,Southend,3,2,H,2,1,H,E Evans,15,5,11,3,7,12,9,2,1,1,0,0,1.8,3.3,4,1.8,3.25,4,1.81,3.3,4.1,1.75,3.2,3.8,1.83,3.25,3.6,1.83,3.25,3.75,1.72,3.25,4.2,1.75,1.95,1.81,1.83,-0.5,1.9,1.94,-0.5,1.975,1.875,-0.5
E3,19/10/04,Shrewsbury,Grimsby,1,1,D,0,1,A,M Jones,7,11,5,5,19,11,9,5,2,4,0,0,2.5,3.25,2.5,2.5,3.2,2.5,2.6,3.2,2.5,2.6,3,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.62,3.1,2.37,1.9,1.79,1.43,2.5,0.5,2.02,1.82,0,2.025,1.825,0
E3,19/10/04,Swansea,Leyton Orient,1,0,H,1,0,H,K Woolmer,11,8,3,1,18,19,5,8,0,3,0,0,2,3.25,3.4,1.85,3.25,3.75,2,3.25,3.4,1.9,3.1,3.3,2.1,3.2,3,2.1,3.25,3,1.9,3.25,3.4,1.85,1.85,2,1.66,-0.5,1.84,2,-0.25,1.85,2,-0.25
E3,19/10/04,Wycombe,Rushden & D,1,1,D,1,1,D,S Tomlin,8,7,4,4,11,7,7,3,0,1,0,1,1.8,3.3,4,1.9,3.2,3.65,1.81,3.3,4.1,1.75,3.2,3.8,1.8,3.25,3.75,1.8,3.25,4,1.72,3.25,4.2,1.95,1.75,1.81,1.83,-0.5,1.86,1.98,-0.5,1.85,2,-0.5
E3,23/10/04,Bristol Rvs,Kidderminster,2,0,H,1,0,H,K Stroud,11,4,7,3,19,7,2,8,2,2,0,0,1.61,3.5,5,1.55,3.5,5.5,1.61,3.5,5.2,1.55,3.5,4.6,1.53,3.5,5.5,1.57,3.4,5.5,1.61,3.1,5.5,1.85,1.85,1.61,2.09,-0.5,2.02,1.82,-1,2,1.85,-0.75
E3,23/10/04,Bury,Rushden & D,1,1,D,0,0,D,P Armstrong,6,9,3,4,11,10,7,4,0,1,0,0,1.83,3.4,3.75,1.85,3.25,3.75,1.85,3.35,3.85,1.85,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6,2,1.71,1.85,1.79,-0.5,1.92,1.92,-0.5,1.95,1.9,-0.5
E3,23/10/04,Cheltenham,Cambridge,2,1,H,1,1,D,M Warren,17,9,8,5,13,18,3,8,1,2,0,0,1.83,3.4,3.75,1.9,3.2,3.65,1.9,3.3,3.7,1.9,3.1,3.3,1.91,3.2,3.5,1.83,3.25,3.75,1.9,3.2,3.5,2.05,1.65,1.9,1.74,-0.5,1.98,1.86,-0.5,1.95,1.9,-0.5
E3,23/10/04,Chester,Grimsby,2,1,H,2,1,H,Michael Ryan,6,12,3,3,15,7,2,2,2,1,0,0,2.2,3.4,2.8,2.1,3.2,3.1,2.15,3.2,3.1,2.1,3,3,2,3.2,3.2,2.2,3.25,2.8,2.05,3.1,3.2,2.05,1.65,2.15,1.57,-0.5,2.08,1.76,-0.5,1.925,1.925,-0.25
E3,23/10/04,Lincoln,Leyton Orient,3,4,A,2,2,D,A Leake,9,11,7,10,15,16,3,3,1,1,0,0,2.25,3.4,2.75,2.25,3.2,2.8,2.3,3.3,2.75,2.3,3,2.6,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.1,2.75,1.85,1.85,2.3,1.5,-0.5,1.76,2.08,0,1.75,2.1,0
E3,23/10/04,Macclesfield,Oxford,1,0,H,0,0,D,P Joslin,12,10,7,4,9,14,5,7,0,0,0,0,1.83,3.6,3.5,1.85,3.35,3.65,1.9,3.3,3.7,1.9,3.1,3.3,2.1,3.2,3,1.91,3.25,3.5,1.9,3.2,3.5,1.85,1.85,1.9,1.74,-0.5,2.04,1.8,-0.5,2,1.85,-0.5
E3,23/10/04,Northampton,Rochdale,5,1,H,3,0,H,J Ross,21,6,10,4,10,9,8,3,1,3,0,1,1.66,3.5,4.5,1.7,3.3,4.5,1.75,3.25,4.5,1.7,3.2,4,1.62,3.5,4.5,1.62,3.4,5,1.66,3.3,4.5,2.05,1.65,1.75,1.89,-0.5,2.02,1.82,-0.75,1.95,1.9,-0.75
E3,23/10/04,Notts County,Boston,2,1,H,1,0,H,P Melin,13,14,5,6,21,10,7,5,2,1,0,0,2.3,3.4,2.62,2.3,3.2,2.75,2.35,3.3,2.7,2.3,3,2.6,2.6,3.2,2.38,2.3,3.25,2.7,2.37,3,2.7,2.05,1.65,2.35,1.49,-0.5,1.9,1.94,0,1.8,2.05,0
E3,23/10/04,Scunthorpe,Yeovil,1,0,H,0,0,D,P Danson,10,9,4,7,20,11,5,4,2,1,0,0,2.1,3.4,3,2.05,3.2,3.2,2.1,3.3,3.1,2.1,3,3,2.1,3.2,3,2.2,3.2,2.88,2.1,3.2,3,1.71,2,2.1,1.6,-0.5,1.88,1.96,-0.25,1.85,2,-0.25
E3,23/10/04,Shrewsbury,Southend,1,1,D,1,0,H,C Boyeson,8,7,6,1,15,11,6,4,4,1,0,0,2.62,3.25,2.4,2.6,3.2,2.4,2.65,3.25,2.4,2.5,3,2.4,2.75,3.25,2.2,2.6,3.2,2.4,2.6,3.1,2.4,1.85,1.85,1.46,2.4,0.5,,,,2,1.85,0
